Address,Beds,Price,Price_per_bed
"295 Adelaide St W, Toronto, ON M5V 0L4, Canada",1,2650.0,2650.0
"50 Charles St E, Toronto, ON M4Y 1T1, Canada",1,2000.0,2000.0
"3985 Grand Park Drive, 3985 Grand Park Dr, Mississauga, ON L5B 0H8, Canada",2,2300.0,1150.0
", M5G2E8, Toronto, ON",1,1200.0,1200.0
"m1s0l7, Canada",2,2184.0,1092.0
"2155 Burnhamthorpe Rd W, Mississauga, ON L5L 5P4, Canada",2,2350.0,1175.0
"3525 Kariya Dr, Mississauga, ON L5B 0C1, Canada",1,1900.0,1900.0
"M4L1G3, Canada",1,1100.0,1100.0
"Water Walk Dr, Markham, ON L3R, Canada",1,1800.0,1800.0
"52 Sumach St, Toronto, ON M5A 3J7, Canada",1,3200.0,3200.0
"12 York St, Toronto, ON M5J 2Z2, Canada",1,2400.0,2400.0
", DOWNTOWN M5V 4A9 ON, Canada",1,2100.0,2100.0
"460 Adelaide St E, Toronto, ON, M4V 1K6",1,2480.0,2480.0
"1 The Esplanade, Toronto, ON, M5E 0A8",1,3000.0,3000.0
"560 King St W, Toronto, ON, M4V 1K6",1,2250.0,2250.0
"290 Adelaide Street West, Toronto, ON, M5V 1P6",1,1850.0,1850.0
"2386  New Street, Burlington, ON, L7R 1J7",2,1750.0,875.0
"101 Charles St, TORONTO, ON, M4Y 1V2",1,535000.0,535000.0
"1 The Esplanade, Toronto, ON, M5E 0A8",2,3400.0,1700.0
"1 SHAW ST, TORONTO, ON, M6K 0A1",1,2180.0,2180.0
"The Uptown Residences, 35 Balmuto St, Toronto, ON M4Y 0A3, Canada",1,2550.0,2550.0
", L3R9X3, markham, ON",1,1900.0,1900.0
", L6G0G3, markham, ON",1,1800.0,1800.0
"70 Queens Wharf Rd, Toronto, ON M5V 0E4, Canada",1,2300.0,2300.0
"365 Church St, Toronto, ON M5B 1Z9, Canada",1,2250.0,2250.0
"88 Scott St, Toronto, ON M5E 1X6, Canada",1,1900.0,1900.0
"28 Church St W, Acton, ON L7J 1X4, Canada",1,1175.0,1175.0
"8081 Birchmount Rd, Markham, ON L6G 1B3, Canada",2,2300.0,1150.0
"255 Richmond St E, Toronto, ON M5A 4T7, Canada",1,2000.0,2000.0
"1512 Dufferin Street, M6H3L4, Toronto, ON",1,1650.0,1650.0
"170 Sudbury St, Toronto, ON M6J 0A9, Canada",2,2889.0,1444.5
"89 McGill St, Toronto, ON M5B 1H3, Canada",2,2800.0,1400.0
"# Dundas st w, Denison ave and Dundas st w M5T 2N3 ON, Canada",1,1300.0,1300.0
"211 Simcoe St S, Oshawa, ON L1H 4H2, Canada",2,1250.0,625.0
"M6J1T8, Canada",1,1300.0,1300.0
"2386  New Street, Burlington, ON, L7R 1J7",2,1750.0,875.0
"70 Queens Wharf Rd, Toronto, ON M5V 0J2, Canada",1,2400.0,2400.0
"89 McGill St, Toronto, ON M5B 1H3, Canada",1,2000.0,2000.0
"386 Yonge St, Toronto, ON M5G 2K2, Canada",1,2350.0,2350.0
", toronto M5B1E4 ON, Canada",2,2900.0,1450.0
"10 York Street, Toronto, ON, M5J 0E1",2,2900.0,1450.0
"8 Wellesley St E, Toronto, ON M4Y 3B2, Canada",2,3300.0,1650.0
", Mississauga L5B 0G6 ON, Canada",1,2200.0,2200.0
"87 PETER ST, M5V0P1, TORONTO, ON",1,1850.0,1850.0
", Mississauga  L5H3B2 ON, Canada",1,2150.0,2150.0
"120 Bayview Ave., M5A 0G4, Toronto, ON",1,1900.0,1900.0
"51 E Liberty St, Toronto M6K 3P8 ON",1,2200.0,2200.0
"M5B0A5, Canada",3,4000.0,1333.3333333333333
", M5V 2G4, Toronto, ON",3,3200.0,1066.6666666666667
"300 Front St W, M5E 0E9, Toronto, ON",1,2500.0,2500.0
"k , Toronto m8v 2t8 ON, Canada",1,1200.0,1200.0
", Toronto m5e0a8 ON",1,2600.0,2600.0
"101 Charles St E, Toronto, ON M4Y 0A9, Canada",2,3575.0,1787.5
"75 Queens Wharf Rd, Toronto, ON M5V 0J8, Canada",2,3200.0,1600.0
"87 Peter St, Toronto, ON M5V 0P1, Canada",2,2500.0,1250.0
"89 McGill St, Toronto, ON M5B 1H3, Canada",1,1850.0,1850.0
"87 Peter Street, Toronto, ON, M5V 0P1",1,2100.0,2100.0
"455 Maple Ave, Burlington, ON, L7S 1M1",1,1575.0,1575.0
"89 McGill Street, Toronto, ON, M5B 0B1",1,1950.0,1950.0
"44 St Joseph Street, Toronto, ON, M4Y 2W4",1,2400.0,2400.0
"80 St Patrick St, Toronto, ON M5T 2X6, Canada",1,1800.0,1800.0
"63 Drew St, Oshawa, ON L1H 5A2, Canada",2,1250.0,625.0
", Markham L6G1B3 ON, Canada",1,1700.0,1700.0
", Mississauga L5B4M2 ON, Canada",1,2150.0,2150.0
"19 Sudbury St, Toronto, ON M6J 3W6, Canada",3,3450.0,1150.0
"361 Front St W, Toronto, ON M5V 3R5, Canada",1,2150.0,2150.0
"63 Drew St, Oshawa, ON L1H 5A2, Canada",2,1350.0,675.0
"333 Adelaide St E, Toronto, ON M5A 4V1, Canada",2,2550.0,1275.0
"600 Queens Quay W, Toronto, ON M5V 3M3, Canada",1,1900.0,1900.0
", Toronto m8v0b2 ON, Canada",1,2450.0,2450.0
"38 Grenville, TORONTO M4Y1A5 ON",1,2500.0,2500.0
", Toronto M5J 2H2 ON, Canada",1,2800.0,2800.0
"111 Upper Duke, Makrham L6G0C6 ON",1,1600.0,1600.0
"200 Sackville St, Toronto, ON M5A 3H1, Canada",1,2099.0,2099.0
"424 Adelaide St E, Toronto, ON M5A 1N4, Canada",1,2350.0,2350.0
"320 Lonsdale Road, Toronto, ON, M4V 1X4",1,1617.0,1617.0
"80 Kensington Ave, Toronto, ON M5T 1M1, Canada",1,1750.0,1750.0
", Toronto M5G 0A6 ON, Canada",2,2950.0,1475.0
"5 Sheppard Ave E, Toronto, ON, M2N 2Z8",2,3000.0,1500.0
"60 Colborne St, Toronto, ON, M5E 1E3",1,2200.0,2200.0
"3895 Grand Park Dr, Mississauga, ON L5B 4L6, Canada",2,2300.0,1150.0
"170 Bayview Ave, Toronto, ON, M5A 0M4",1,2200.0,2200.0
"460 Adelaide St E, Toronto, ON, M5A 1N4",1,2450.0,2450.0
"730 Dovercourt Road, Toronto, ON, M6H 2W9",1,1857.0,1857.0
"730 Dovercourt Road, Toronto, ON, M6H 2W9",1,1757.0,1757.0
"730 Dovercourt Road, Toronto, ON, M6H 2W9",1,1597.0,1597.0
"4190 Bathurst Street, Toronto, ON, M3H 3P9",1,1817.0,1817.0
"4866 Bathurst Street, Toronto, ON, M2R 1X4",1,1717.0,1717.0
"4866 Bathurst Street, Toronto, ON, M2R 1X4",2,2017.0,1008.5
"4190 Bathurst Street, Toronto, ON, M3H 3P9",2,2177.0,1088.5
"357 Rusholme Road, Toronto, ON, M6H 2Z4",1,1857.0,1857.0
"323 Rusholme Road, Toronto, ON, M6H 2Z2",1,1757.0,1757.0
"323 Rusholme Road, Toronto, ON, M6H 2Z2",1,1717.0,1717.0
"323 Rusholme Road, Toronto, ON, M6H 2Z2",1,1597.0,1597.0
"1650 Sheppard Avenue East, Toronto, ON, M2J 1V3",1,1927.0,1927.0
"6210 Main St, Whitchurch-Stouffville, ON L4A 2S5, Canada",1,1800.0,1800.0
"Toronto, ON, Canada, m4k3p6",1,2000.0,2000.0
"M5V3Z7, Canada",1,2350.0,2350.0
"2548 Eglinton Ave W, M6M 1T1, Toronto, ON",2,1850.0,925.0
"Bay st and college st, Toronto M5G 2C8 ON, Canada",1,750.0,750.0
"88 Scott St, M5E 0A9, Toronto, ON",1,1850.0,1850.0
"Homewood Ave, Toronto, ON M4Y 2X4, Canada",2,2100.0,1050.0
", Toronto M5Y2T4 ON, Canada",1,2800.0,2800.0
"Ultra Ovation, 330 Burnhamthorpe Rd W, Mississauga, ON L5B 0E1, Canada",2,2450.0,1225.0
"85 Queens Wharf Rd, Toronto, ON M5V 0J9, Canada",3,3500.0,1166.6666666666667
"435 Richmond St W, Toronto, ON M5V 1X9, Canada",1,2700.0,2700.0
", DOWNTOWN M5V 4A9 ON, Canada",1,2100.0,2100.0
"26 Western Battery Rd, Toronto, ON M6K 3P1, Canada",1,2250.0,2250.0
"12 Sudbury St, Toronto, ON M6J, Canada",2,3200.0,1600.0
"224 King St W, Toronto, ON M5H 0A6, Canada",1,2400.0,2400.0
", markham l3r1l5 ON, Canada",1,1850.0,1850.0
"44 Bond St W, Oshawa, ON L1G 6R2, Canada",2,1450.0,725.0
"96 St Patrick Street, Toronto, ON, M5T 1V2",1,2099.0,2099.0
"20 Graydon Hall Drive, Toronto, ON, M3A 2Z9",3,2000.0,666.6666666666666
"352 Front St W, Toronto, ON, M5V 1B5",1,2300.0,2300.0
"87 Peter St, Toronto, ON M5V 0P1, Canada",1,2090.0,2090.0
", Toronto M5H1A1 ON, Canada",1,2200.0,2200.0
"89 McGill St, Toronto, ON M5B 1H3, Canada",1,2300.0,2300.0
"85 Hamilton St, Toronto, ON M4M 2C7, Canada",1,2500.0,2500.0
"York Street, M5J 0E1, Toronto, ON",2,3200.0,1600.0
"l5m6j5, Canada",1,2499.0,2499.0
"85 Hamilton St, Toronto, ON M4M 2C7, Canada",1,2500.0,2500.0
"18 Yonge St, Toronto, ON M5E 1Z8, Canada",2,3000.0,1500.0
"455 Front St E, Toronto, ON M5A 0G2, Canada",1,2300.0,2300.0
"365 Church St Unit 2005, Toronto, ON M5B 0B5, Canada",1,1850.0,1850.0
"70 Temperance St, Toronto, ON M5H 0B1, Canada",1,2800.0,2800.0
"Isabella St, Toronto, ON, Canada",1,1195.0,1195.0
"105 Allan St, Oakville, ON L6J 3N2, Canada",1,1350.0,1350.0
"74 John St W, Bradford, ON L3Z, Canada",1,1100.0,1100.0
"74 John St W, Bradford, ON L3Z, Canada",1,1100.0,1100.0
"74 John St W, Bradford, ON L3Z, Canada",1,1100.0,1100.0
"70 Temperance St, Toronto, ON M5H 0B1, Canada",1,1900.0,1900.0
"2087 Duberry Dr, Pickering, ON L1X 1Y7, Canada",2,1730.0,865.0
"91,140,146 Jameson Avenue, Toronto, ON, M6K 2W8",1,1429.0,1429.0
"Lower Simcoe St, Toronto, ON M5J 3A6, Canada",1,2400.0,2400.0
", M5S 3K4, Toronto, ON",1,2200.0,2200.0
"4070 Confederation Pkwy, Mississauga, ON L5B 0E9, Canada",1,1850.0,1850.0
"Toronto, ON M5H4E6, Canada",1,2400.0,2400.0
"685 Danforth Ave, Toronto, ON M4J 1L2, Canada",1,1300.0,1300.0
"88 Harbour St, Toronto, ON M5J 0C3, Canada",1,2600.0,2600.0
"57 Charles Street West, Toronto, ON, M4Y 1R9",1,2410.0,2410.0
"57 Charles Street West, Toronto, ON, M4Y 1R9",2,2915.0,1457.5
"3620 Kaneff Crescent, Mississauga, ON, L5A 3X1",2,1700.0,850.0
"57 Charles Street West, Toronto, ON, M4Y 1R9",1,2035.0,2035.0
"10 Lisa Street, Brampton, ON, L6T 4N4",2,1780.0,890.0
"20 Joe Shuster Way, Toronto, ON M6K 0A3, Canada",1,2200.0,2200.0
"Bradford, Bradford West Gwillimbury, ON, Canada, L3Z1A2",1,925.0,925.0
"87 Peter St, Toronto, ON M5V 2G4, Canada",1,2150.0,2150.0
"3985 Grand Park Drive, 3985 Grand Park Dr, Mississauga, ON L5B 0H8, Canada",1,1950.0,1950.0
"430 Pearl St, Burlington, ON L7R 4J8, Canada",1,2200.0,2200.0
", Toronto M5B1L4 ON, Canada",2,2800.0,1400.0
"25 c, t M5B 1L4 ON, Canada",1,2000.0,2000.0
", Burlington L7S 1H7 ON, Canada",1,1375.0,1375.0
"7 Concorde Pl, M3C 3n4, Toronto, ON",1,1850.0,1850.0
"269 Ontario St, Toronto M5A 2V6 ON",1,1380.0,1380.0
"Water Walk Dr, Markham, ON L3R, Canada",1,1800.0,1800.0
"Downtown Toronto, Canada",1,2500.0,2500.0
", downtown toronto M5B2E8 ON, Canada",1,2300.0,2300.0
", M5J 3A3, Toronto, ON, Canada",2,1180.0,590.0
"19 Grand Trunk Crescent, Toronto, ON M5J 3A3, Canada",1,2650.0,2650.0
"49 Boon Ave, Toronto, ON M6E 3Z2, Canada",2,2000.0,1000.0
"32 Trolley Cres, M5A 0E8, Toronto, ON",1,2450.0,2450.0
"126 Simcoe str, Toronto Downtown M5V 1T8 ON",1,2299.0,2299.0
"39 Upper Duke Cres., L6G 0B8, Markham, ON",2,2150.0,1075.0
"10 York Street, Toronto, ON, M5J 0E1",2,2900.0,1450.0
"10 York Street, Toronto, ON, M5J 0E1",1,2200.0,2200.0
"12 Yonge St, Toronto, ON M5E 1Z9, Canada",2,3200.0,1600.0
"295 Adelaide St W, Toronto, ON M5V 0L4, Canada",1,2650.0,2650.0
"8 Wellesley St E, Toronto, ON M4Y 3B2, Canada",2,3300.0,1650.0
"70 Queens Wharf Rd 33rd Floor, Toronto, ON M5V 0J2, Canada",1,2400.0,2400.0
"Peter St, Toronto, ON M5V 0P1, Canada",1,2100.0,2100.0
"96 St Patrick St, Toronto, ON M5T 1V2, Canada",1,2480.0,2480.0
"2255 Weston Road, Toronto, ON, M9N 1X9",1,1520.0,1520.0
"2255 Weston Road, Toronto, ON, M9N 1X9",1,1520.0,1520.0
"89  Isabella Street, Toronto, ON, M4Y 1N8",1,1750.0,1750.0
"56 annie craig drive, m8v0a5, toronto, ON",2,2550.0,1275.0
"77 Maitland Pl, Toronto, ON M4Y 2V6, Canada",2,3200.0,1600.0
"318 Richmond St W, Toronto, ON M5V 0B4, Canada",1,2100.0,2100.0
", Toronto M5X 1K2 ON, Canada",1,1300.0,1300.0
"14 York St, M5J 0B1, Toronto, ON",1,2050.0,2050.0
"151 Upper Duke Crescent, Unionville, ON L6G 0B6, Canada",1,1900.0,1900.0
"290 Adelaide St W, Toronto, ON M5V 1P6, Canada",2,2350.0,1175.0
"1 King St W, Toronto, ON M5H 1A1, Canada",1,2750.0,2750.0
"100 Wellesley St E, Toronto, ON M4Y 1H5, Canada",1,1795.0,1795.0
"111 St Clair Ave W, Toronto, ON M4V 1N5, Canada",1,1950.0,1950.0
"146 Dufferin St, Orangeville, ON L9W 1X2, Canada",2,1790.0,895.0
"112 George St, Toronto, ON M5A 2M5, Canada",1,2450.0,2450.0
"8 York St 1701 Toronto   Ontario, M5J2Y2, toronto, ON",1,1830.0,1830.0
"24 Wellesley St W, Toronto, ON M4Y 2X6, Canada",1,2500.0,2500.0
"41 SANTINA ST , VAUGHAN L4H2M1 ON",1,2400.0,2400.0
", Toronto M5J2Z3 ON, Canada",1,1600.0,1600.0
"55 Regent Park Blvd, Toronto, ON M5A 2B7, Canada",2,1600.0,800.0
"111 Elizabeth St, Toronto, ON M5G 1P7, Canada",1,2800.0,2800.0
"235 Bloor Street East, Toronto, ON, M4W 3Y3",1,1970.0,1970.0
"1918 Faylee Crescent, Pickering, ON L1V 2V6, Canada",1,1250.0,1250.0
"460 Adelaide St E, Toronto, ON M5A 1N4, Canada",1,2000.0,2000.0
", Markham and Whitby L3S 3g2 ON",2,2500.0,1250.0
"111 Carlton St, Toronto, ON M5B 2G3, Canada",1,1305.0,1305.0
"1 The Esplanade, Toronto, ON M5E 0A8, Canada",1,2600.0,2600.0
"460 Adelaide St E, Toronto, ON M5A 1N4, Canada",1,2200.0,2200.0
"12 York St, Toronto, ON M5J 2Z2, Canada",1,2450.0,2450.0
"155 Yorkville Ave, Toronto, ON M5R 1C4, Canada",1,1900.0,1900.0
"170 Bayview Ave, Toronto, ON M5A 0G4, Canada",2,3000.0,1500.0
"Bremner Blvd, Toronto, ON M5J 0A6, Canada",1,2200.0,2200.0
"235 Bloor Street East, Toronto, ON, M4W 3Y3",1,1650.0,1650.0
"3600 Highway 7, L4L 0G7, Vaughan, ON",1,1950.0,1950.0
", Markham L6G1B3 ON, Canada",1,1700.0,1700.0
"89 McGill Street, Toronto, ON, M5B 0B1",1,1950.0,1950.0
"10 Park Lawn Rd., M8Y 3K4, Etobicoke, ON",1,1950.0,1950.0
"77 Carlton St, Toronto, ON M5B 2J7, Canada",2,4000.0,2000.0
"75 Portland St, Toronto, ON M5V 2M9, Canada",1,2700.0,2700.0
"6 Bralorne Crescent, M6S4R2, toronto, ON",1,1100.0,1100.0
", M5b2e8, Toronto, ON",1,1000.0,1000.0
"2910 Hwy 7, Concord, ON L4K 2M7, Canada",2,2500.0,1250.0
"5 Mariner Terr, Toronto M5V 3V6 ON",1,2600.0,2600.0
"120 Bayview Ave., l4n6e1, Toronto, ON",1,2250.0,2250.0
"210 Simcoe St, Toronto, ON M5T 0A9, Canada",1,2400.0,2400.0
"620 Lolita Gardens, Mississauga, ON, L5A 3K7",2,1850.0,925.0
"125 Railroad St, Brampton, ON, L6X 1H1",2,1350.0,675.0
"87 Peter st, M5v2g4, Downtown Toronto, ON",1,2050.0,2050.0
"525 Adelaide Street West, Toronto, ON, M5V 0N7",1,2650.0,2650.0
"m1g2a8, Canada",1,1860.0,1860.0
"620 Lolita Gardens, Mississauga, ON, L5A 3K7",3,2100.0,700.0
"M5V1Z5, Canada",3,3900.0,1300.0
"352 Front St W, M5V1B5, TORONTO, ON",1,2100.0,2100.0
"90 Jameson Avenue, Toronto, ON, M6K 2W8",2,1779.0,889.5
"169 Jameson Avenue, Toronto, ON, M6K 2W8",1,1929.0,1929.0
", toronto M5B 1Z8 ON, Canada",1,2000.0,2000.0
"1201 North Shore Blvd East, L7S1Z5, Burlington, ON",2,3200.0,1600.0
"14 Thorburn, M6K1C5, Toronto, ON",2,2800.0,1400.0
", Toronto M8W 3J1 ON, Canada",1,1750.0,1750.0
", Between YongeBloor, ChurchWellesley M4Y 2L2 ON, Canada",1,1568.0,1568.0
"409 Huron St, Toronto, ON M5S 2S5, Canada",1,1200.0,1200.0
"2089 Fairview St, Burlington, ON L7R 2C8, Canada",2,2200.0,1100.0
"87 Peter St, Toronto, ON M5V 0P1, Canada",1,2050.0,2050.0
"30 Grand Trunk Crescent, Toronto, ON M5J 3A4, Canada",2,3150.0,1575.0
", Toronto M5V1K4 ON, Canada",1,1600.0,1600.0
", M6G1S2, Downtown Toronto (Christie/Bloor), ON",1,1500.0,1500.0
"33 Bay St, Toronto, ON M5J 2Z3, Canada",1,1900.0,1900.0
"2895 Bathurst Street, Toronto, ON, M6B 3A8",1,1750.0,1750.0
"8 Mercer Street, M5V0C4, Toronto, ON",2,3100.0,1550.0
"M5V3S2, Canada",1,2950.0,2950.0
", L2E3R4, Niagara, ON",3,1350.0,450.0
", Toronto M5V3P6 ON, Canada",1,1300.0,1300.0
"55 Regent Park Blvd, Toronto, ON M5A 2B7, Canada",2,2600.0,1300.0
"375 King St W, Toronto, ON M5V 1K1, Canada",2,1900.0,950.0
"3601 Highway 7 E, L6G 0E1, Markham, ON",2,2300.0,1150.0
"454 Yonge Street, M4Y 1W9, Toronto, ON",1,2200.0,2200.0
"100 Harbour St, Toronto, ON M5J 1B7, Canada",1,2500.0,2500.0
", DOWNTOWN M5V 4A9 ON, Canada",1,3600.0,3600.0
"21 Balmuto St, Toronto, ON M4Y 1W4, Canada",1,2050.0,2050.0
"40 Earl St, Toronto, ON M4Y 1M3, Canada",1,1600.0,1600.0
"230 Queens Quay West, Toronto, ON, M5J 2Y7",1,2300.0,2300.0
"38 Howard Park Ave, Toronto, ON M6R 0A7, Canada",1,2250.0,2250.0
"21 Nelson St, Toronto, ON M5V 3H9, Canada",2,4050.0,2025.0
"21 Nelson St, Toronto, ON M5V 3H9, Canada",2,4100.0,2050.0
"845 Glencairn Ave, North York, ON M6B 2A4, Canada",1,850.0,850.0
"633 Bay St, Toronto, ON M5G 2G4, Canada",1,2000.0,2000.0
"25 Lower Simcoe St, Toronto, ON M5J 3A1, Canada",3,4200.0,1400.0
", M5V 3X4, Toronto, ON",1,2300.0,2300.0
"M5V3X1, Canada",2,2300.0,1150.0
", M5S 3K4, Toronto, ON",1,2200.0,2200.0
"8200 Birchmount Rd, Markham, ON L3R 9W1, Canada",2,2475.0,1237.5
"Boxford Cres, Mississauga, ON L5M 0P4, Canada",1,1750.0,1750.0
"M5J2Z2, Canada",2,2800.0,1400.0
"Boxford Cres, Mississauga, ON L5M 0P4, Canada",1,1750.0,1750.0
"20 Joe Shuster Way, Toronto, ON M6K 0A3, Canada",1,2200.0,2200.0
"8200 Birchmount Rd #316, Markham, ON L3R 9W1, Canada",1,1690.0,1690.0
"200 Jameson Avenue, Toronto, ON, M6K 2Z6",1,1849.0,1849.0
"12 York St, Toronto, ON M5J 2Z2, Canada",1,2100.0,2100.0
", Shelburne L9V3L7 ON, Canada",1,1300.0,1300.0
"480 King St W, Toronto, ON M5V 1L7, Canada",1,2200.0,2200.0
"37 Penhurst Ave, Etobicoke, ON M8Y 3A9, Canada",1,1450.0,1450.0
"210 Simcoe St, Toronto, ON M5T 0A9, Canada",1,2545.0,2545.0
"Collingwood, Canada",1,1750.0,1750.0
"320 Richmond street east, M5A1P9, Toronto, ON",1,2450.0,2450.0
"Eva Rd, Etobicoke, ON, M9C 2A8",2,2200.0,1100.0
"70 Temperance St, Toronto, ON M5H 0B1, Canada",2,2800.0,1400.0
"20 THOMAS RILEY, M9B 0C3, Toronto, ON",1,1799.0,1799.0
"120 Bayview Ave, Toronto, ON M5A 0G4, Canada",1,2050.0,2050.0
"Dunlop St E, Whitby, ON L1N, Canada",2,1350.0,675.0
"6210 Main Street, L4A 2S5, Main Street Stouffville, ON",1,1675.0,1675.0
"19 Grand Trunk Crescent, Toronto, ON M5J 3A3, Canada",1,2350.0,2350.0
"20 Minowan Miikan Lane, Toronto, ON M6J 1M3, Canada",1,2000.0,2000.0
"120 Homewood Ave, Toronto, ON, M4Y 2J3",1,2300.0,2300.0
"89 McGill Street, Toronto, ON, M5B 0B1",3,3200.0,1066.6666666666667
"628 Fleet St, Toronto, ON M5V 1A8, Canada",1,2200.0,2200.0
", Toronto M6K 1X1 ON, Canada",1,1900.0,1900.0
", Toronto  M5V3Z9 ON, Canada",2,2600.0,1300.0
"812 Lansdowne Ave, Toronto, ON M6H 4K5, Canada",2,2600.0,1300.0
"49 McCaul St, Toronto, ON M5T 1V7, Canada",1,3750.0,3750.0
"8 Simcoe St N, Oshawa, ON L1G 4R8, Canada",2,1250.0,625.0
"49 McCaul St, Toronto, ON M5T 1V7, Canada",1,2500.0,2500.0
", NA M3N 1J2 ON, Canada",2,1300.0,650.0
"8 The Esplanade, Toronto, ON M5E 0A6, Canada",1,2250.0,2250.0
", L1A 1N2, Port Hope, ON, Canada",1,1200.0,1200.0
"57 St Joseph St, Toronto, ON M5S 0C5, Canada",1,2300.0,2300.0
", Toronto m5s1x6 ON, Canada",1,650.0,650.0
", Burlington L7S1H7 ON",2,2975.0,1487.5
", Toronto M5T2X5 ON, Canada",1,2000.0,2000.0
"80 Blue Jays Way, Toronto, ON M5V 2G3, Canada",1,4700.0,4700.0
"100 Harbour Street, M5J1B7, Toronto, ON",1,2550.0,2550.0
"1060 Sheppard Ave W, Toronto, ON M3J 0G7, Canada",1,1950.0,1950.0
"19 Grand Trunk Crescent, Toronto, ON M5J 3A3, Canada",2,3100.0,1550.0
"95 Wellington St, Bowmanville, ON L1C 5A1, Canada",2,1850.0,925.0
"70 Distillery Lane, Toronto, ON M5A 0E3, Canada",1,1500.0,1500.0
"550 Jarvis Street Jarvis, Toronto, ON, M4Y 2H9",1,1480.0,1480.0
"Salvador Allende Ct, Toronto, ON, M6G 0A3",3,4625.0,1541.6666666666667
"460 Adelaide St E, Toronto, ON M5A 1N4, Canada",1,2200.0,2200.0
"2121 Lake Shore Blvd W, Etobicoke, ON M8V 4E9, Canada",1,2350.0,2350.0
"87 Peter St, Toronto, ON M5V 0P1, Canada",1,2050.0,2050.0
"28 Wellesley St E, Toronto, ON M4Y, Canada",1,2100.0,2100.0
"28 Wellesley St E, Toronto, ON M4Y, Canada",1,2100.0,2100.0
"90 Stadium Rd, Toronto, ON M5V 3W5, Canada",2,3300.0,1650.0
"1 The Esplanade, Toronto, ON M5E 0A8, Canada",2,4000.0,2000.0
"3525 Kariya Dr, Mississauga, ON L5B 0C1, Canada",1,1875.0,1875.0
", Toronto m5s 2z1 ON, Canada",1,2525.0,2525.0
"75 E Liberty St, Toronto, ON M6K 0A2, Canada",1,2100.0,2100.0
"20 King St E, Cobourg, ON K9A 1K7, Canada",1,850.0,850.0
"350 Wellington St W, Toronto, ON M5V 3W9, Canada",1,2300.0,2300.0
"39 Upper Duke Crescent, Unionville, ON L6G 0B8, Canada",2,2450.0,1225.0
"23 Wyndham St, Toronto, ON M6K 1R8, Canada",2,2750.0,1375.0
"250 St. George St, Toronto, ON, M5R 3L8",1,1900.0,1900.0
"664 Bathurst St, Toronto, ON M5S 2R3, Canada",1,1700.0,1700.0
", Toronto m5r 3j2 ON, Canada",1,2450.0,2450.0
"75 St Nicholas St, Toronto, ON M4Y 0A5, Canada",1,2500.0,2500.0
"11 Brunel Ct, Toronto, ON M5V 3Y3, Canada",1,2300.0,2300.0
"45 Lisgar St, Toronto, ON M6J 0B8, Canada",2,2800.0,1400.0
"269 Ontario St, Toronto, ON M5A 2V6, Canada",1,1380.0,1380.0
"15 Iceboat Terr, Toronto, ON M5V 4A5, Canada",1,2350.0,2350.0
"70 Temperance St, Toronto, ON M5H 0B1, Canada",1,2050.0,2050.0
"560 Front St W, Toronto, ON M5V 1C1, Canada",1,850.0,850.0
"600 Fleet St, Toronto, ON M5V 1B7, Canada",2,2600.0,1300.0
", Toronto m5v1y9 ON, Canada",1,2300.0,2300.0
"50 Cordova Avenue, Etobicoke, ON, M9A 4X6",1,1550.0,1550.0
", toronto M4E1S5 ON, Canada",1,1600.0,1600.0
", Yonge and Maitland M4y3b5  ON, Canada",2,2600.0,1300.0
"99 McGill St, Toronto, ON M5B 1H5, Canada",2,2800.0,1400.0
"600 University Ave, Toronto, ON M5G 1X5, Canada",1,1750.0,1750.0
"11 Brunel Ct, Toronto, ON M5V 3Y3, Canada",1,2000.0,2000.0
", m5t2m5, Toronto, ON, Canada",3,3600.0,1200.0
"14 York St, Toronto, ON M5J 0B1, Canada",3,3800.0,1266.6666666666667
"1103 Leslie St, North York, ON M3C 2J7, Canada",2,2400.0,1200.0
"Toronto, ON, Canada, M5J2Y5",1,2200.0,2200.0
"8 York St, Toronto, ON M5J 2Y2, Canada",2,3200.0,1600.0
"12 York St, Toronto, ON M5J 2Z2, Canada",1,2300.0,2300.0
"51 Nassau Street, L1J 4A3, Oshawa, ON",2,1300.0,650.0
"85 Queens Wharf Rd, Toronto, ON M5V 0J9, Canada",1,2600.0,2600.0
", M4R1V2, Toronto, ON",3,1300.0,433.3333333333333
"100 Harbour St, Toronto, ON M5J 1B7, Canada",2,2950.0,1475.0
"1 King St W, Toronto, ON M5H 1A1, Canada",1,2350.0,2350.0
"150 Sudbury St, Toronto, ON M6J 3S8, Canada",2,2400.0,1200.0
"18 Yorkville Ave, Toronto, ON M4W 2J1, Canada",1,2000.0,2000.0
"91,140,146 Jameson Avenue, Toronto, ON, M6K 2W8",1,1729.0,1729.0
"72 Carden St, Guelph, ON N1H 3A3, Canada",1,975.0,975.0
"378 Kerr St, Oakville, ON L6K 3B8, Canada",2,1700.0,850.0
", DOWNTOWN M5V2G4 ON, Canada",2,2500.0,1250.0
", NORTH YORK M2N0C2 ON, Canada",2,2350.0,1175.0
"55 Isabella St, Toronto, ON M4Y 1M8, Canada",1,1750.0,1750.0
"55 Isabella St, Toronto, ON M4Y 1M8, Canada",2,2850.0,1425.0
", L6K 3T1, Oakville, ON, Canada",2,2800.0,1400.0
"2121 Lake Shore Blvd W, Etobicoke, ON M8V 4E9, Canada",1,2450.0,2450.0
